#,Job_ID,WeatherFile,ModelFile,@@NAME@@,@@UNITHTCOP@@,@@UNITHTCURVE_CAPFT@@,@@UNITHTCURVE_CAPFFF@@,@@UNITHTCURVE_EIRFT@@,@@UNITHTCURVE_EIRFFF@@,@@UNITHTCURVE_PLFFPLR@@,@@UNITHTCURVE_DEFROST@@,@@UNITCLCOP@@,@@UNITCLCURVE_CAPFT@@,@@UNITCLCURVE_CAPFFF@@,@@UNITCLCURVE_EIRFT@@,@@UNITCLCURVE_EIRFFF@@,@@UNITCLCURVE_PLFFPLR@@,@@OFFCOEF@@,@@ONCOEF@@,@@DHWCOP@@,@@UNITLPD@@,@@FLOWUNIT@@,@@SPUNIT@@,@@SPHVACUNIT@@,@@WALLU@@,@@CEILINGU@@,@@SLABU@@,@@WINU@@,@@SHGC@@,@@LTGSTR@@,@@LTGINTPKG@@,@@LTGEXTPKG@@,@@UNITHTST@@,@@UNITCLST@@,@@CORHTCOP@@,@@CORHTCURVE_CAPFT@@,@@CORHTCURVE_CAPFFF@@,@@CORHTCURVE_EIRFT@@,@@CORHTCURVE_EIRFFF@@,@@CORHTCURVE_PLFFPLR@@,@@CORHTCURVE_DEFROST@@,@@CORCLCOP@@,@@CORCLCURVE_CAPFT@@,@@CORCLCURVE_CAPFFF@@,@@CORCLCURVE_EIRFT@@,@@CORCLCURVE_EIRFFF@@,@@CORCLCURVE_PLFFPLR@@,@@LPDCOR@@,@@FLOWCORR@@,@@SPCORR@@,@@SPHVACCOR@@,@@CORHTST@@,@@CORCLST@@,@@BSMTHTCOP@@,@@BSMTHTCURVE_CAPFT@@,@@BSMTHTCURVE_CAPFFF@@,@@BSMTHTCURVE_EIRFT@@,@@BSMTHTCURVE_EIRFFF@@,@@BSMTHTCURVE_PLFFPLR@@,@@BSMTHTCURVE_DEFROST@@,@@BSMTCLCOP@@,@@BSMTCLCURVE_CAPFT@@,@@BSMTCLCURVE_CAPFFF@@,@@BSMTCLCURVE_EIRFT@@,@@BSMTCLCURVE_EIRFFF@@,@@BSMTCLCURVE_PLFFPLR@@,@@FLOWBSMT@@,@@SPBSMT@@,@@SPHVACBSMT@@,@@BSMTWU@@,@@FLOORU@@,@@BSMTHTST@@,@@BSMTCLST@@,@@WDB@@,@@SDB@@,@@SWB@@,@@LAT@@,@@LONG@@,Message,Warnings,Errors,Hours,Minutes,Seconds,c0: Electricity:Facility [J](RunPeriod),c1: InteriorLights:Electricity [J](RunPeriod),c2: ExteriorLights:Electricity [J](RunPeriod),c3: Appl:InteriorEquipment:Electricity [J](RunPeriod),c4: Misc:InteriorEquipment:Electricity [J](RunPeriod),c5: Water Heater:WaterSystems:Electricity [J](RunPeriod),c6: Ventilation (simple):Fans:Electricity [J](RunPeriod),c7: General:Fans:Electricity [J](RunPeriod),c8: Electricity:HVAC [J](RunPeriod),c9: Cooling:Electricity [J](RunPeriod),c10: Heating:Electricity [J](RunPeriod),c11: Pumps:Electricity [J](RunPeriod)
1114,1115,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.075,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.044,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,408,2,0,6,45.53,1.0356255079253282E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8888947543999298E11,5.253303293772758E9,3.3165678188209946E10,4.703357543227816E11,8.952965060002875E10,3.47640425534541E11,0.0
1115,1116,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.08,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.048,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,406,2,0,6,48.02,1.0356620518825442E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8888987394708536E11,5.253303293772758E9,3.316460960545034E10,4.703718997729157E11,8.948934978719618E10,3.477179403802683E11,0.0
1116,1117,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.085,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.051,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,404,2,0,6,48.32,1.0356889775252762E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.888901692833396E11,5.253303293772758E9,3.3163874982842583E10,4.703985300793804E11,8.946030731207634E10,3.4777434778446405E11,0.0
1117,1118,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.09,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.055,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,402,2,0,6,47.39,1.0357251538118871E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.88890557672667E11,5.253303293772758E9,3.3163040053186768E10,4.7043431797666364E11,8.942308637027997E10,3.4784819155319824E11,0.0
1118,1119,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.095,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.058,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,402,2,0,6,44.59,1.035751789327723E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.88890844320184E11,5.253303293772758E9,3.3162466251117718E10,4.70460666844988E11,8.939618608616934E10,3.479020145077011E11,0.0
111,112,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.9,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.9,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,14950,2,0,6,55.96,1.1593360521481208E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8876063300731335E11,5.253303293772758E9,5.3556127549271935E10,5.941751409782612E11,2.313734404501251E11,3.0924557297885583E11,0.0
1119,1120,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.1,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.062,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,401,2,0,5,56.54,1.0357872107492687E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.888912075121894E11,5.253303293772758E9,3.3161801813358234E10,4.704957250745286E11,8.93615792534302E10,3.4797234400773944E11,0.0
1120,1121,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.105,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.066,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,401,2,0,5,54.02,1.0358219008558623E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.888915609606574E11,5.253303293772758E9,3.3161200341999332E10,4.7053006173265533E11,8.932828618552399E10,3.480405752051339E11,0.0
1121,1122,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.11,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.07,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,399,2,0,5,14.25,1.0358559268319349E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.888918986545295E11,5.253303293772758E9,3.316066064396692E10,4.705637500148508E11,8.92962308432476E10,3.48106858527638E11,0.0
1122,1123,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.115,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.074,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,398,2,0,5,8.70,1.0358892292809854E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8889223569400058E11,5.253303293772758E9,3.3160168212343857E10,4.7059671542442914E11,8.926530313077097E10,3.4817124408131635E11,0.0
1123,1124,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.12,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.078,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,398,2,0,5,4.36,1.0359221780097042E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8889255972345898E11,5.253303293772758E9,3.31597856840425E10,4.706293401236865E11,8.923581213621909E10,3.482337423034289E11,0.0
1124,1125,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.125,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.082,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,398,2,0,4,55.87,1.0359539691993926E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.888928403222371E11,5.253303293772758E9,3.315937738549349E10,4.706608507145928E11,8.920700900042168E10,3.482944643286763E11,0.0
1125,1126,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.13,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.087,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,398,2,0,4,49.99,1.035992731845746E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.888931651161134E11,5.253303293772758E9,3.3158915864234833E10,4.7069928856707983E11,8.917232646922653E10,3.4836804623362024E11,0.0
1126,1127,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.135,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.091,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,397,2,0,4,39.08,1.036022907417549E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8889344986291614E11,5.253303293772758E9,3.3158574022101177E10,4.70729179392079E11,8.914557003386293E10,3.4842503533611444E11,0.0
1127,1128,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,bsmtWallU_0.14,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.096,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,394,2,0,4,29.18,1.0360596889344388E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8889379763044644E11,5.253303293772758E9,3.315818701595294E10,4.7076561314143805E11,8.911332207776076E10,3.484941040477199E11,0.0
112,113,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.95,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.95,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,16177,2,0,6,54.30,1.1656821477281965E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8874657211234073E11,5.253303293772758E9,5.4677616236109856E10,6.005352974533005E11,2.3930759826022665E11,3.065500829569632E11,0.0
113,114,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.99,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.99,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,16291,2,0,6,57.15,1.1670803659775234E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8874087753784415E11,5.253303293772758E9,5.492122645759235E10,6.019392102771261E11,2.4103847613831235E11,3.059795076812168E11,0.0
